REGION,Start,End,RSI,CATEGORY,TERM1PCT,TERM2PCT,TERM3PCT,TERM4PCT,AREA0,POP0,AREA1,POP1,AREA2,POP2,AREA3,POP3,AREA4,POP4,STORM_ID,REGION_CODE,YEAR,MONTH
South,4/9/1996,4/11/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960409_19960411_1,106,1996,4
Southeast,4/9/1996,4/11/1996,0.448,0,1,0,0,0,40621,7592370,20584,4734930,0,0,0,0,0,0,19960409_19960411_1,104,1996,4
Upper Midwest,4/9/1996,4/11/1996,0.019,0,1,0,0,0,46099,9623396,1499,185736,0,0,0,0,0,0,19960409_19960411_1,102,1996,4
National,3/22/1996,3/26/1996,0,0,0,0,0,0,1477010,73658612,869243,25503012,242652,7802412,26840,803112,8879,137234,19960322_19960326_1,110,1996,3
Northeast,3/22/1996,3/26/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960322_19960326_1,101,1996,3
Northern Rockies and Plains,3/22/1996,3/26/1996,4.147,2,0.62,0.36,0.02,0,466286,4820735,372012,3056505,95023,778795,1162,2729,38,80,19960322_19960326_1,105,1996,3
Ohio Valley,3/22/1996,3/26/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960322_19960326_1,103,1996,3
South,3/22/1996,3/26/1996,0.078,0,1,0,0,0,80032,1699293,14040,72003,0,0,0,0,0,0,19960322_19960326_1,106,1996,3
Southeast,3/22/1996,3/26/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960322_19960326_1,104,1996,3
Upper Midwest,3/22/1996,3/26/1996,7.756,3,0.17,0.16,0.2,0.47,252003,23896339,145101,8388339,56237,4901939,16827,357419,3815,47430,19960322_19960326_1,102,1996,3
National,3/3/1996,3/9/1996,0,0,0,0,0,0,2028698,185750565,902638,101294365,279564,30366565,63829,6688765,1681,116345,19960303_19960309_1,110,1996,3
Northeast,3/3/1996,3/9/1996,3.085,2,0.57,0.43,0,0,174940,58899945,139642,42591145,63868,12077845,9,2945,0,0,19960303_19960309_1,101,1996,3
Northern Rockies and Plains,3/3/1996,3/9/1996,2.855,1,0.49,0.28,0.2,0.03,464288,4801956,230246,1345046,55661,371227,6477,53040,124,2814,19960303_19960309_1,105,1996,3
Ohio Valley,3/3/1996,3/9/1996,0.348,0,0.93,0.07,0,0,296180,48366608,17836,6699308,211,358168,0,0,0,0,19960303_19960309_1,103,1996,3
South,3/3/1996,3/9/1996,0.035,0,1,0,0,0,106613,3072091,5919,56691,0,0,0,0,0,0,19960303_19960309_1,106,1996,3
Southeast,3/3/1996,3/9/1996,0.511,0,0.99,0.01,0,0,93476,18789636,24928,5056236,86,16186,0,0,0,0,19960303_19960309_1,104,1996,3
Upper Midwest,3/3/1996,3/9/1996,0.076,0,0.89,0.11,0,0,204914,23166721,1768,1006621,134,59107,0,0,0,0,19960303_19960309_1,102,1996,3
National,2/1/1996,2/4/1996,0,0,0,0,0,0,473436,111622853,254655,72804053,109803,46723353,13559,2033653,403,68043,19960201_19960204_1,110,1996,2
Northeast,2/1/1996,2/4/1996,1.329,1,0.88,0.11,0.01,0,128889,54699600,48223,43395300,5890,1852900,86,19120,0,0,19960201_19960204_1,101,1996,2
Northern Rockies and Plains,2/1/1996,2/4/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960201_19960204_1,105,1996,2
Ohio Valley,2/1/1996,2/4/1996,1.646,1,0.38,0.47,0.15,0,126515,20729428,69739,7059128,45378,4053118,2402,347288,0,0,19960201_19960204_1,103,1996,2
South,2/1/1996,2/4/1996,0.191,0,1,0,0,0,31386,1561657,21564,980398,0,0,0,0,0,0,19960201_19960204_1,106,1996,2
Southeast,2/1/1996,2/4/1996,4.963,2,0.31,0.28,0.36,0.06,186299,33080179,80945,13759279,37728,6696229,17557,2078719,874,73189,19960201_19960204_1,104,1996,2
Upper Midwest,2/1/1996,2/4/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960201_19960204_1,102,1996,2
National,1/15/1996,1/20/1996,0,0,0,0,0,0,2071087,137911446,939927,28398446,233484,5838546,34893,1293146,2767,90446,19960115_19960120_1,110,1996,1
Northeast,1/15/1996,1/20/1996,0.02,0,1,0,0,0,126967,20486258,2402,190358,0,0,0,0,0,0,19960115_19960120_1,101,1996,1
Northern Rockies and Plains,1/15/1996,1/20/1996,3.362,2,0.49,0.29,0.21,0,467450,4837180,231630,2036810,54700,609870,2479,121975,9,448,19960115_19960120_1,105,1996,1
Ohio Valley,1/15/1996,1/20/1996,0.128,0,1,0,0,0,291596,47338650,14126,1443150,0,0,0,0,0,0,19960115_19960120_1,103,1996,1
South,1/15/1996,1/20/1996,0.161,0,1,0,0,0,224489,11944510,12185,1204810,0,0,0,0,0,0,19960115_19960120_1,106,1996,1
Southeast,1/15/1996,1/20/1996,0.001,0,1,0,0,0,59947,8960270,38,3950,0,0,0,0,0,0,19960115_19960120_1,104,1996,1
Upper Midwest,1/15/1996,1/20/1996,4.252,2,0.27,0.27,0.25,0.21,251397,23863919,142045,5619519,79301,1820259,11541,226449,845,17061,19960115_19960120_1,102,1996,1
National,1/6/1996,1/9/1996,0,0,0,0,0,0,844584,160857600,391780,100554500,251359,78653900,153269,59451400,91602,44582900,19960106_19960109_1,110,1996,1
Northeast,1/6/1996,1/9/1996,21.708,5,0.08,0.13,0.62,0.18,162312,58450268,94379,51773528,71056,48730978,31549,28928278,1172,493778,19960106_19960109_1,101,1996,1
Northern Rockies and Plains,1/6/1996,1/9/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960106_19960109_1,105,1996,1
Ohio Valley,1/6/1996,1/9/1996,17.929,4,0.09,0.12,0.22,0.58,308663,49098040,151588,21801740,103960,14211420,45868,4005720,22381,1584730,19960106_19960109_1,103,1996,1
South,1/6/1996,1/9/1996,0.019,0,1,0,0,0,168165,15264309,1787,117509,0,0,0,0,0,0,19960106_19960109_1,106,1996,1
Southeast,1/6/1996,1/9/1996,26.373,5,0.07,0.1,0.22,0.61,169174,31016370,91006,18543170,67519,13442990,49376,8557390,34903,6438050,19960106_19960109_1,104,1996,1
Upper Midwest,1/6/1996,1/9/1996,0.004,0,1,0,0,0,34048,5305922,115,61072,0,0,0,0,0,0,19960106_19960109_1,102,1996,1
National,12/18/1995,12/22/1995,0,0,0,0,0,0,962183,139651265,486515,84180965,185443,55077065,37286,5940065,1153,131215,19951218_19951222_1,110,1995,12
Northeast,12/18/1995,12/22/1995,3.372,2,0.59,0.4,0.01,0,174940,58912026,157488,48833426,64521,12339726,211,19726,0,0,19951218_19951222_1,101,1995,12
Northern Rockies and Plains,12/18/1995,12/22/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19951218_19951222_1,105,1995,12
Ohio Valley,12/18/1995,12/22/1995,3.281,2,0.36,0.26,0.32,0.06,264611,43906103,98915,18878103,29925,8291503,3853,2633143,288,49513,19951218_19951222_1,103,1995,12
South,12/18/1995,12/22/1995,0.942,0,0.83,0.17,0,0,193699,8326552,96551,3538622,10830,93332,0,0,0,0,19951218_19951222_1,106,1995,12
Southeast,12/18/1995,12/22/1995,0.146,0,1,0,0,0,43802,7617378,10417,828958,0,0,0,0,0,0,19951218_19951222_1,104,1995,12
Upper Midwest,12/18/1995,12/22/1995,0.211,0,0.83,0.17,0,0,132560,15701966,22756,736666,2671,33367,0,0,0,0,19951218_19951222_1,102,1995,12
National,3/5/1995,3/9/1995,0,0,0,0,0,0,1922165,168860539,944797,62471539,157392,6669439,4766,123799,413,2401,19950305_19950309_1,110,1995,3
Northeast,3/5/1995,3/9/1995,0.633,0,1,0,0,0,166810,52030708,66203,9693908,67,5228,0,0,0,0,19950305_19950309_1,101,1995,3
Northern Rockies and Plains,3/5/1995,3/9/1995,1.75,1,0.75,0.25,0,0,449748,4817486,109323,2385826,15548,366126,48,1112,0,0,19950305_19950309_1,105,1995,3
Ohio Valley,3/5/1995,3/9/1995,0.911,0,0.77,0.23,0,0,277046,46711400,68576,9425400,12617,1041890,0,0,0,0,19950305_19950309_1,103,1995,3
South,3/5/1995,3/9/1995,0.493,0,0.93,0.07,0,0,178889,9219981,66020,1485901,2325,18661,0,0,0,0,19950305_19950309_1,106,1995,3
Southeast,3/5/1995,3/9/1995,0.395,0,0.73,0.27,0.01,0,46512,8399369,17346,2254459,3776,325889,19,1975,0,0,19950305_19950309_1,104,1995,3
Upper Midwest,3/5/1995,3/9/1995,2.208,1,0.72,0.27,0.01,0,252003,23896496,166195,10682596,37411,1390246,221,3266,0,0,19950305_19950309_1,102,1995,3
National,3/3/1995,3/5/1995,0,0,0,0,0,0,1299089,62090448,721835,25788648,112465,2694548,2834,86428,163,24567,19950303_19950305_1,110,1995,3
Northeast,3/3/1995,3/5/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950303_19950305_1,101,1995,3
Northern Rockies and Plains,3/3/1995,3/5/1995,1.905,1,0.73,0.25,0.03,0,462299,4809071,198802,1650371,30185,237131,595,5599,0,0,19950303_19950305_1,105,1995,3
Ohio Valley,3/3/1995,3/5/1995,0.031,0,1,0,0,0,65905,15451378,4497,160878,0,0,0,0,0,0,19950303_19950305_1,103,1995,3
South,3/3/1995,3/5/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950303_19950305_1,106,1995,3
Southeast,3/3/1995,3/5/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950303_19950305_1,104,1995,3
Upper Midwest,3/3/1995,3/5/1995,1.316,1,0.72,0.28,0,0,251993,23895859,100866,6197359,24217,704789,19,692,0,0,19950303_19950305_1,102,1995,3
National,2/12/1995,2/16/1995,0,0,0,0,0,0,1592414,99360728,728302,23194632,174585,6292032,6102,288492,307,13690,19950212_19950216_1,110,1995,2
Northeast,2/12/1995,2/16/1995,0.017,0,1,0,0,0,109073,20472865,2460,42565,0,0,0,0,0,0,19950212_19950216_1,101,1995,2
Northern Rockies and Plains,2/12/1995,2/16/1995,1.022,1,0.72,0.27,0.01,0,467276,4836133,103960,900543,19950,114305,144,553,0,0,19950212_19950216_1,105,1995,2
Ohio Valley,2/12/1995,2/16/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950212_19950216_1,103,1995,2
South,2/12/1995,2/16/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950212_19950216_1,106,1995,2
Southeast,2/12/1995,2/16/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950212_19950216_1,104,1995,2
Upper Midwest,2/12/1995,2/16/1995,0.68,0,0.76,0.2,0.04,0,251099,23766360,73583,1513360,9802,147910,269,9367,0,0,19950212_19950216_1,102,1995,2
National,2/2/1995,2/6/1995,0,0,0,0,0,0,864965,148352241,371388,86912741,169184,52635341,51144,5249541,1768,86131,19950202_19950206_1,110,1995,2
Northeast,2/2/1995,2/6/1995,4.331,2,0.5,0.45,0.02,0.03,174950,58912666,160871,56342106,84250,22134806,586,26506,105,4889,19950202_19950206_1,101,1995,2
Northern Rockies and Plains,2/2/1995,2/6/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950202_19950206_1,105,1995,2
Ohio Valley,2/2/1995,2/6/1995,0.923,0,0.76,0.2,0.04,0,271886,45313520,60408,10860520,11157,907410,470,16134,9,163,19950202_19950206_1,103,1995,2
South,2/2/1995,2/6/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950202_19950206_1,106,1995,2
Southeast,2/2/1995,2/6/1995,1.32,1,0.6,0.4,0,0,76485,16151555,39477,7626915,10868,3241635,76,2525,0,0,19950202_19950206_1,104,1995,2
Upper Midwest,2/2/1995,2/6/1995,0.878,0,0.34,0.29,0.2,0.17,241998,23769214,34480,1727514,14905,672534,1566,68362,144,2969,19950202_19950206_1,102,1995,2
National,1/18/1995,1/24/1995,0,0,0,0,0,0,961483,159607982,452987,66670582,199792,30439382,13300,1296682,278,44022,19950118_19950124_1,110,1995,1
Northeast,1/18/1995,1/24/1995,0.366,0,0.97,0.03,0,0,172662,57732249,42274,3695749,701,39219,0,0,0,0,19950118_19950124_1,101,1995,1
Northern Rockies and Plains,1/18/1995,1/24/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950118_19950124_1,105,1995,1
Ohio Valley,1/18/1995,1/24/1995,4.499,2,0.42,0.44,0.13,0.01,304915,49128701,154663,30877301,87893,15668201,7111,501001,124,10291,19950118_19950124_1,103,1995,1
South,1/18/1995,1/24/1995,0.767,0,0.35,0.51,0.14,0,126371,7553798,28282,1488338,14251,926534,384,59164,0,0,19950118_19950124_1,106,1995,1
Southeast,1/18/1995,1/24/1995,0.64,0,0.54,0.28,0.17,0.01,106171,19783209,21987,2525509,5842,668719,1085,123224,19,1529,19950118_19950124_1,104,1995,1
Upper Midwest,1/18/1995,1/24/1995,3.946,2,0.37,0.51,0.09,0.03,238077,23427666,101769,15360176,61561,11053266,1912,303166,19,7608,19950118_19950124_1,102,1995,1
National,2/28/1994,3/4/1994,0,0,0,0,0,0,1153555,152201540,429980,76731940,160237,34597340,59418,6077840,13396,1333810,19940228_19940304_1,110,1994,2
Northeast,2/28/1994,3/4/1994,4.184,2,0.47,0.33,0.2,0,174950,58912691,151501,49123951,77831,8500251,5698,623001,0,0,19940228_19940304_1,101,1994,2
Northern Rockies and Plains,2/28/1994,3/4/1994,0.008,0,1,0,0,0,189758,2509148,1537,6428,0,0,0,0,0,0,19940228_19940304_1,105,1994,2
Ohio Valley,2/28/1994,3/4/1994,0.9,0,0.39,0.21,0.4,0,240864,43051297,43052,3274597,11887,840547,4545,309788,0,0,19940228_19940304_1,103,1994,2
South,2/28/1994,3/4/1994,0.245,0,1,0,0,0,140085,6354790,23304,1537260,0,0,0,0,0,0,19940228_19940304_1,106,1994,2
Southeast,2/28/1994,3/4/1994,2.537,1,0.23,0.18,0.23,0.36,81550,17398899,31578,5354799,12041,2281569,5967,629529,2316,296427,19940228_19940304_1,104,1994,2
Upper Midwest,2/28/1994,3/4/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19940228_19940304_1,102,1994,2
National,2/22/1994,2/25/1994,0,0,0,0,0,0,1287259,148455939,680695,103017839,255933,30460735,21468,985135,576,36177,19940222_19940225_1,110,1994,2
Northeast,2/22/1994,2/25/1994,1.79,1,0.77,0.22,0.01,0,173604,58699443,132762,24955643,24121,1731843,153,8883,0,0,19940222_19940225_1,101,1994,2
Northern Rockies and Plains,2/22/1994,2/25/1994,2,1,0.63,0.36,0.01,0,292759,3587605,107997,2281435,36969,476965,192,1328,0,0,19940222_19940225_1,105,1994,2
Ohio Valley,2/22/1994,2/25/1994,1.873,1,0.51,0.47,0.02,0,246226,42113387,68797,17204787,21305,10223707,28,119107,0,0,19940222_19940225_1,103,1994,2
South,2/22/1994,2/25/1994,0.972,0,0.48,0.32,0.2,0,141391,6200802,58544,1982562,21199,202382,2613,12733,0,0,19940222_19940225_1,106,1994,2
Southeast,2/22/1994,2/25/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19940222_19940225_1,104,1994,2
Upper Midwest,2/22/1994,2/25/1994,3.183,2,0.57,0.42,0.01,0,236386,23711423,152741,16010813,54085,6156813,192,19363,0,0,19940222_19940225_1,102,1994,2
National,1/16/1994,1/18/1994,0,0,0,0,0,0,1080644,162295788,666845,107637388,263871,37637588,72296,8025988,4113,208218,19940116_19940118_1,110,1994,1
Northeast,1/16/1994,1/18/1994,2.803,1,0.51,0.46,0.04,0,174940,58912438,136164,26026638,71767,8179138,807,28308,0,0,19940116_19940118_1,101,1994,1
Northern Rockies and Plains,1/16/1994,1/18/1994,0.281,0,1,0,0,0,172326,1622359,34374,396829,67,145,0,0,0,0,19940116_19940118_1,105,1994,1
Ohio Valley,1/16/1994,1/18/1994,7.001,3,0.31,0.35,0.28,0.06,307625,49230101,202790,30001301,122066,17205401,20767,2382301,970,69411,19940116_19940118_1,103,1994,1
South,1/16/1994,1/18/1994,0.201,0,0.63,0.37,0,0,78840,5830573,14607,632503,2883,165656,0,0,0,0,19940116_19940118_1,106,1994,1
Southeast,1/16/1994,1/18/1994,0.581,0,0.59,0.32,0.08,0.01,94235,21160369,21708,2479169,6707,600519,547,28943,19,1336,19940116_19940118_1,104,1994,1
Upper Midwest,1/16/1994,1/18/1994,2.368,1,0.8,0.12,0.05,0.03,249312,23762157,139912,18747657,11205,1372057,442,101567,19,5221,19940116_19940118_1,102,1994,1
National,1/4/1994,1/9/1994,0,0,0,0,0,0,1718969,164036563,733879,86675859,249004,35705959,30434,4222459,3401,133569,19940104_19940109_1,110,1994,1
Northeast,1/4/1994,1/9/1994,2.481,1,0.56,0.43,0.01,0,173652,58703048,131685,25684248,47925,11173548,201,29648,0,0,19940104_19940109_1,101,1994,1
Northern Rockies and Plains,1/4/1994,1/9/1994,1.018,1,0.85,0.15,0,0,457051,4736422,128178,999412,5410,128140,0,0,0,0,19940104_19940109_1,105,1994,1
Ohio Valley,1/4/1994,1/9/1994,0.744,0,0.9,0.1,0,0,295613,47448883,33952,14364483,2239,775183,0,0,0,0,19940104_19940109_1,103,1994,1
South,1/4/1994,1/9/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19940104_19940109_1,106,1994,1
Southeast,1/4/1994,1/9/1994,0.065,0,1,0,0,0,36114,6651047,4391,424607,0,0,0,0,0,0,19940104_19940109_1,104,1994,1
Upper Midwest,1/4/1994,1/9/1994,6.463,3,0.34,0.3,0.1,0.25,251647,23883770,180639,20422840,84491,8402540,7217,150510,1681,21485,19940104_19940109_1,102,1994,1
National,1/1/1994,1/5/1994,0,0,0,0,0,0,1545335,174977070,627361,85741270,206816,28584070,49414,7143170,6525,1350340,19940101_19940105_1,110,1994,1
Northeast,1/1/1994,1/5/1994,2.729,1,0.58,0.34,0.08,0,173825,58738855,150771,29241455,49770,6724555,1172,266365,0,0,19940101_19940105_1,101,1994,1
Northern Rockies and Plains,1/1/1994,1/5/1994,0.325,0,0.88,0.12,0,0,398170,4269559,40813,345419,2940,14010,0,0,0,0,19940101_19940105_1,105,1994,1
Ohio Valley,1/1/1994,1/5/1994,3.737,2,0.26,0.19,0.29,0.26,301917,48008401,88998,13893801,38680,4201381,13348,1026911,1970,175415,19940101_19940105_1,103,1994,1
South,1/1/1994,1/5/1994,0.001,0,1,0,0,0,59476,3772137,86,5327,0,0,0,0,0,0,19940101_19940105_1,106,1994,1
Southeast,1/1/1994,1/5/1994,1.073,1,0.69,0.27,0.03,0.02,75707,18434430,44225,5751030,10647,908340,278,33615,38,5606,19940101_19940105_1,104,1994,1
Upper Midwest,1/1/1994,1/5/1994,0.758,0,0.91,0.09,0,0,250321,23891397,74602,4412097,5054,68117,0,0,0,0,19940101_19940105_1,102,1994,1
National,11/21/1993,11/29/1993,0,0,0,0,0,0,1747787,119335592,892797,34496696,343432,10469896,113253,1806486,40073,471106,19931121_19931129_1,110,1993,11
Northeast,11/21/1993,11/29/1993,0.015,0,1,0,0,0,67020,9737135,932,434195,0,0,0,0,0,0,19931121_19931129_1,101,1993,11
Northern Rockies and Plains,11/21/1993,11/29/1993,21.999,5,0.12,0.13,0.28,0.48,468083,4838967,355723,3182087,171307,1551617,64146,639844,23592,232858,19931121_19931129_1,105,1993,11
Ohio Valley,11/21/1993,11/29/1993,0.066,0,1,0.01,0,0,233292,40270538,7274,726238,19,1486,0,0,0,0,19931121_19931129_1,103,1993,11
South,11/21/1993,11/29/1993,0.019,0,1,0,0,0,176622,17672528,1451,140228,0,0,0,0,0,0,19931121_19931129_1,106,1993,11
Southeast,11/21/1993,11/29/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19931121_19931129_1,104,1993,11
Upper Midwest,11/21/1993,11/29/1993,4.569,2,0.29,0.32,0.31,0.08,252012,23896560,142170,8451660,91131,3184950,15308,333830,422,2906,19931121_19931129_1,102,1993,11
National,3/12/1993,3/15/1993,0,0,0,0,0,0,618125,129383800,467200,107553100,339675,87620900,259326,56578700,128630,16838500,19930312_19930315_1,110,1993,3
Northeast,3/12/1993,3/15/1993,22.117,5,0.1,0.19,0.38,0.33,174949,58912681,172893,58527053,163379,52584503,51490,7921803,3574,729753,19930312_19930315_1,101,1993,3
Northern Rockies and Plains,3/12/1993,3/15/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930312_19930315_1,105,1993,3
Ohio Valley,3/12/1993,3/15/1993,24.629,5,0.04,0.06,0.21,0.68,170423,27255010,99069,14850310,79878,10737240,58457,5725140,35172,2788260,19930312_19930315_1,103,1993,3
South,3/12/1993,3/15/1993,0.301,0,0.87,0.13,0,0,61917,4660063,26802,1529723,1845,65993,0,0,0,0,19930312_19930315_1,106,1993,3
Southeast,3/12/1993,3/15/1993,24.433,5,0.12,0.15,0.27,0.46,206576,34618530,152068,26559450,97897,19090440,56343,9803790,28830,3448690,19930312_19930315_1,104,1993,3
Upper Midwest,3/12/1993,3/15/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930312_19930315_1,102,1993,3
National,2/23/1993,2/27/1993,0,0,0,0,0,0,1903893,184709548,1011278,75976548,244488,20897348,27715,2174748,11224,875128,19930223_19930227_1,110,1993,2
Northeast,2/23/1993,2/27/1993,0.092,0,0.99,0.01,0,0,104922,46857955,8466,1762355,67,7365,0,0,0,0,19930223_19930227_1,101,1993,2
Northern Rockies and Plains,2/23/1993,2/27/1993,0.784,0,0.96,0.04,0,0,437839,4704761,53316,1458141,2046,19421,0,0,0,0,19930223_19930227_1,105,1993,2
Ohio Valley,2/23/1993,2/27/1993,4.499,2,0.47,0.46,0.08,0,306674,48516788,218512,25750688,110467,12849188,3488,451988,19,255,19930223_19930227_1,103,1993,2
South,2/23/1993,2/27/1993,1.02,1,0.38,0.36,0.26,0,126707,5310023,43994,2029973,7188,1201945,278,175275,0,0,19930223_19930227_1,106,1993,2
Southeast,2/23/1993,2/27/1993,1.222,1,0.86,0.14,0,0,117040,25878581,55603,9656181,5717,617891,19,1336,0,0,19930223_19930227_1,104,1993,2
Upper Midwest,2/23/1993,2/27/1993,0.29,0,0.96,0.04,0,0,142881,19586874,32529,1506274,816,27214,0,0,0,0,19930223_19930227_1,102,1993,2
National,2/20/1993,2/24/1993,0,0,0,0,0,0,1803030,169192164,1114550,123930664,295939,35017264,32856,2870664,3449,341864,19930220_19930224_1,110,1993,2
Northeast,2/20/1993,2/24/1993,2.176,1,0.67,0.24,0.06,0.03,174949,58912726,135606,27935026,29243,3508226,826,91996,67,2489,19930220_19930224_1,101,1993,2
Northern Rockies and Plains,2/20/1993,2/24/1993,1.374,1,0.85,0.15,0.01,0,468113,4839439,168944,1370989,9504,147469,28,1086,0,0,19930220_19930224_1,105,1993,2
Ohio Valley,2/20/1993,2/24/1993,1.588,1,0.58,0.33,0.06,0.03,223797,40934677,56391,17837777,15126,5706577,566,216167,38,21627,19930220_19930224_1,103,1993,2
South,2/20/1993,2/24/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930220_19930224_1,106,1993,2
Southeast,2/20/1993,2/24/1993,0.388,0,0.93,0.08,0,0,65934,11583943,17759,3543373,1278,46203,0,0,0,0,19930220_19930224_1,104,1993,2
Upper Midwest,2/20/1993,2/24/1993,4.465,2,0.44,0.43,0.09,0.05,251666,23895478,148416,19173758,74045,9036558,2633,254038,48,13054,19930220_19930224_1,102,1993,2
National,2/14/1993,2/18/1993,0,0,0,0,0,0,1787073,168109121,970830,102929821,351043,32632221,24370,2172821,221,4111,19930214_19930218_1,110,1993,2
Northeast,2/14/1993,2/18/1993,2.074,1,0.64,0.36,0,0,174930,58908030,139998,20467030,43389,3832730,0,0,0,0,19930214_19930218_1,101,1993,2
Northern Rockies and Plains,2/14/1993,2/18/1993,0.373,0,0.98,0.02,0,0,449084,4580597,44945,514227,317,5707,0,0,0,0,19930214_19930218_1,105,1993,2
Ohio Valley,2/14/1993,2/18/1993,4.843,2,0.48,0.48,0.04,0,305088,48712089,215090,32953289,109659,17342589,2498,202489,0,0,19930214_19930218_1,103,1993,2
South,2/14/1993,2/18/1993,7.109,3,0.22,0.37,0.23,0.19,212217,9356244,178102,7751344,127505,4391744,14568,451334,1258,51121,19930214_19930218_1,106,1993,2
Southeast,2/14/1993,2/18/1993,0.163,0,0.99,0.01,0,0,53643,10339002,10868,1043632,57,2502,0,0,0,0,19930214_19930218_1,104,1993,2
Upper Midwest,2/14/1993,2/18/1993,0.413,0,1,0,0,0,129495,15636544,17173,5480444,38,3364,0,0,0,0,19930214_19930218_1,102,1993,2
National,1/10/1993,1/14/1993,0,0,0,0,0,0,1781436,138748576,1072360,67894880,423147,27473180,15837,1000380,1633,123389,19930110_19930114_1,110,1993,1
Northeast,1/10/1993,1/14/1993,0.706,0,0.92,0.08,0,0,154346,48301533,62561,11765233,3565,249233,0,0,0,0,19930110_19930114_1,101,1993,1
Northern Rockies and Plains,1/10/1993,1/14/1993,2.879,1,0.66,0.34,0.01,0,468104,4839426,235455,2634946,49674,651386,96,2286,0,0,19930110_19930114_1,105,1993,1
Ohio Valley,1/10/1993,1/14/1993,0.117,0,0.94,0.06,0,0,114608,26820643,3882,2625143,76,105763,0,0,0,0,19930110_19930114_1,103,1993,1
South,1/10/1993,1/14/1993,0.005,0,1,0,0,0,83385,2666490,807,15050,0,0,0,0,0,0,19930110_19930114_1,106,1993,1
Southeast,1/10/1993,1/14/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930110_19930114_1,104,1993,1
Upper Midwest,1/10/1993,1/14/1993,4.464,2,0.54,0.46,0,0,252003,23896396,229717,18456026,93572,8291926,38,3026,0,0,19930110_19930114_1,102,1993,1
National,1/7/1993,1/11/1993,0,0,0,0,0,0,1672590,151577080,1024146,67391176,348986,12271676,37190,1328176,691,33356,19930107_19930111_1,110,1993,1
Northeast,1/7/1993,1/11/1993,0.045,0,1,0,0,0,152808,58516366,4055,913066,0,0,0,0,0,0,19930107_19930111_1,101,1993,1
Northern Rockies and Plains,1/7/1993,1/11/1993,2.678,1,0.61,0.32,0.07,0,348824,3639451,187318,2455701,41534,584551,2537,15795,0,0,19930107_19930111_1,105,1993,1
Ohio Valley,1/7/1993,1/11/1993,1.769,1,0.76,0.24,0,0,205077,38555207,111850,21315807,23679,2489007,19,1297,0,0,19930107_19930111_1,103,1993,1
South,1/7/1993,1/11/1993,4.906,2,0.21,0.35,0.29,0.16,171480,6375297,125650,4470227,84837,2848737,9658,544727,518,34605,19930107_19930111_1,106,1993,1
Southeast,1/7/1993,1/11/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930107_19930111_1,104,1993,1
Upper Midwest,1/7/1993,1/11/1993,0.652,0,0.98,0.02,0,0,146523,18149815,30021,8167815,67,85705,0,0,0,0,19930107_19930111_1,102,1993,1
National,12/9/1992,12/13/1992,0,0,0,0,0,0,678783,137297250,352706,84783750,131484,31935850,57323,14009950,17163,2998950,19921209_19921213_1,110,1992,12
Northeast,12/9/1992,12/13/1992,4.673,2,0.27,0.32,0.36,0.05,161582,58500685,100962,31056385,59908,18016985,10013,1705585,163,16825,19921209_19921213_1,101,1992,12
Northern Rockies and Plains,12/9/1992,12/13/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19921209_19921213_1,105,1992,12
Ohio Valley,12/9/1992,12/13/1992,3.167,2,0.35,0.16,0.21,0.29,262429,44270417,82924,19049117,25716,3371817,6919,802057,2191,94370,19921209_19921213_1,103,1992,12
South,12/9/1992,12/13/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19921209_19921213_1,106,1992,12
